x_PS_bead,y_PS_bead,z_PS_bead
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,4.11578,244.552
26.1081,4.35253,244.552
26.1081,4.11578,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,4.11578,244.552
26.1081,4.35253,244.552
26.1081,4.11578,244.552
26.1081,4.11578,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.16875,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.40551,244.552
26.1081,3.64226,244.552
26.1081,3.87902,244.552
26.1081,4.11578,244.552
26.1081,4.11578,244.552
26.1081,4.11578,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,4.11578,244.552
26.1081,4.35253,244.552
26.1081,4.11578,244.552
25.9701,3.65617,245.485
25.9701,3.41851,245.485
26.1081,3.87902,244.552
26.1081,4.58929,244.552
26.1081,4.82605,244.552
26.1081,4.11578,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,4.11578,244.552
26.1081,4.58929,244.552
26.0092,4.80777,243.626
26.0092,4.80777,243.626
26.1081,4.58929,244.552
26.1081,4.11578,244.552
26.1081,3.87902,244.552
26.1081,4.11578,244.552
26.1081,4.11578,244.552
26.2451,4.33605,243.626
26.2451,3.62847,243.626
26.2451,2.21331,243.626
26.2451,2.21331,243.626
26.2451,3.62847,243.626
26.2451,4.57191,243.626
26.481,4.10019,243.626
26.481,3.15675,243.626
26.481,2.44917,243.626
26.481,2.92089,243.626
26.481,3.62847,243.626
26.481,4.33605,243.626
26.481,4.57191,243.626
26.481,3.86433,243.626
26.481,3.39261,243.626
26.481,3.39261,243.626
26.481,3.62847,243.626
26.481,3.86433,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
26.481,3.86433,243.626
26.481,3.39261,243.626
26.481,3.15675,243.626
26.481,3.39261,243.626
26.481,3.62847,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.62847,243.626
26.481,3.62847,243.626
26.481,3.62847,243.626
26.481,3.62847,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.62847,243.626
26.481,3.62847,243.626
26.481,3.62847,243.626
26.481,3.86433,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
26.481,4.33605,243.626
26.481,4.57191,243.626
26.481,4.10019,243.626
26.481,3.62847,243.626
26.481,3.39261,243.626
26.481,3.15675,243.626
26.481,3.15675,243.626
26.481,3.62847,243.626
26.481,3.86433,243.626
26.481,4.10019,243.626
26.481,4.57191,243.626
26.481,4.57191,243.626
26.481,4.57191,243.626
26.481,4.33605,243.626
26.481,4.10019,243.626
26.481,4.33605,243.626
26.481,4.10019,243.626
26.481,3.86433,243.626
26.3449,3.64226,244.552
26.481,3.62847,243.626
26.481,3.39261,243.626
26.481,3.62847,243.626
26.481,3.86433,243.626
26.481,4.57191,243.626
26.481,4.57191,243.626
26.481,4.33605,243.626
26.481,3.86433,243.626
26.481,3.39261,243.626
26.481,3.39261,243.626
26.481,3.62847,243.626
26.481,3.86433,243.626
26.481,4.33605,243.626
26.481,4.57191,243.626
26.481,4.10019,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,3.86433,243.626
26.481,4.10019,243.626
26.481,4.10019,243.626
27.2919,3.40551,244.552
27.2919,3.16875,244.552
27.1885,3.39261,243.626
27.1885,4.10019,243.626
27.1885,4.80777,243.626
27.0552,5.0628,244.552
26.9527,4.80777,243.626
26.9527,4.80777,243.626
26.9527,5.27949,243.626
26.8184,5.53632,244.552
26.9527,5.27949,243.626
26.9527,5.04363,243.626
26.9527,5.27949,243.626
26.9527,5.51535,243.626
26.9527,5.27949,243.626
26.9527,5.27949,243.626
27.0552,5.29956,244.552
27.0552,5.53632,244.552
27.0552,5.53632,244.552
27.0552,5.29956,244.552
27.0552,5.29956,244.552
27.0552,5.53632,244.552
26.9527,5.27949,243.626
26.9527,5.27949,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
27.0552,5.53632,244.552
26.9527,5.51535,243.626
26.9527,5.75121,243.626
26.9527,5.75121,243.626
26.9527,5.75121,243.626
26.9527,5.75121,243.626
26.9527,5.51535,243.626
27.0552,5.53632,244.552
27.0552,5.77307,244.552
26.9527,5.75121,243.626
26.9527,5.51535,243.626
27.0552,5.53632,244.552
27.0552,5.77307,244.552
27.0552,5.77307,244.552
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.75121,243.626
27.0552,5.53632,244.552
26.9527,5.27949,243.626
26.9527,5.51535,243.626
26.9527,5.75121,243.626
27.0552,5.53632,244.552
26.9527,5.27949,243.626
26.9527,5.51535,243.626
26.9527,5.75121,243.626
26.9527,5.75121,243.626
27.0552,5.53632,244.552
27.0552,5.53632,244.552
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.27949,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.27949,243.626
26.9527,5.27949,243.626
26.9527,5.27949,243.626
26.9527,5.51535,243.626
26.9527,5.27949,243.626
26.9527,5.27949,243.626
26.9527,5.51535,243.626
26.9527,5.75121,243.626
26.9527,5.75121,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.75121,243.626
26.9527,5.75121,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.75121,243.626
26.9527,5.51535,243.626
26.9527,5.51535,243.626
26.9527,5.75121,243.626
26.9527,5.51535,243.626
27.0552,5.53632,244.552
27.1885,5.04363,243.626
27.2919,4.58929,244.552
27.2919,4.58929,244.552
27.2919,5.0628,244.552
27.2919,5.77307,244.552
27.1885,5.51535,243.626
27.4244,5.04363,243.626
27.4244,5.04363,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.2919,5.53632,244.552
27.2919,5.29956,244.552
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.53632,244.552
27.2919,5.53632,244.552
27.2919,5.53632,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.53632,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.53632,244.552
27.4244,5.51535,243.626
27.2919,5.53632,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.53632,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.2919,5.53632,244.552
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.2919,5.77307,244.552
27.2919,5.53632,244.552
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.04363,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.04363,243.626
27.4244,5.04363,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.04363,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.2919,5.53632,244.552
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.2919,5.53632,244.552
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.2919,6.00983,244.552
27.2919,5.77307,244.552
27.2919,5.53632,244.552
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.2919,5.53632,244.552
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.2919,5.77307,244.552
27.2919,5.77307,244.552
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.2919,6.00983,244.552
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,6.22293,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.98707,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.75121,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.2919,5.53632,244.552
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.04363,243.626
27.4244,4.80777,243.626
27.4244,5.04363,243.626
27.2919,5.0628,244.552
27.2919,4.82605,244.552
27.4244,4.80777,243.626
27.2919,4.82605,244.552
27.2919,5.0628,244.552
27.2919,4.82605,244.552
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.2919,4.82605,244.552
27.2919,4.82605,244.552
27.2919,4.82605,244.552
27.2919,4.82605,244.552
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.2919,4.35253,244.552
27.2919,4.58929,244.552
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,4.10019,243.626
27.4244,3.39261,243.626
27.4244,3.86433,243.626
27.2919,3.87902,244.552
27.4244,3.15675,243.626
27.2919,2.69524,244.552
27.2919,2.69524,244.552
27.2919,2.45848,244.552
27.1885,2.21331,243.626
27.1885,2.92089,243.626
27.1885,3.62847,243.626
27.1885,3.62847,243.626
27.1885,4.33605,243.626
27.1885,4.57191,243.626
27.2919,5.53632,244.552
27.4244,8.58153,243.626
27.4244,9.99669,243.626
27.4244,10.7043,243.626
27.4244,10.7043,243.626
27.2919,11.692,244.552
27.2919,11.692,244.552
27.2919,10.9817,244.552
27.2919,10.9817,244.552
27.2919,10.2715,244.552
27.2919,9.79794,244.552
27.1885,9.76083,243.626
27.1885,8.10981,243.626
27.0552,6.24659,244.552
27.0552,5.29956,244.552
27.1885,4.33605,243.626
27.2919,2.69524,244.552
27.1885,4.10019,243.626
27.1885,3.86433,243.626
27.1885,3.86433,243.626
27.2919,3.40551,244.552
27.2919,3.40551,244.552
27.1885,4.10019,243.626
27.0552,5.29956,244.552
27.1885,6.22293,243.626
27.1885,7.40223,243.626
27.1885,7.63809,243.626
27.2919,8.61416,244.552
27.2919,8.85091,244.552
27.2919,9.56118,244.552
27.2919,9.56118,244.552
27.2919,10.745,244.552
27.2919,10.745,244.552
27.4244,10.9401,243.626
27.2919,10.9817,244.552
27.4244,9.99669,243.626
27.4244,8.81739,243.626
27.4244,7.40223,243.626
27.4244,4.57191,243.626
27.1885,4.57191,243.626
27.1885,4.57191,243.626
27.1885,3.62847,243.626
27.1885,3.15675,243.626
27.1885,1.97745,243.626
27.1885,1.74159,243.626
27.2919,1.98497,244.552
27.2919,1.98497,244.552
27.2919,2.22172,244.552
27.4244,2.68503,243.626
27.4244,3.15675,243.626
27.4244,3.39261,243.626
27.4244,3.39261,243.626
27.4244,3.62847,243.626
27.4244,4.57191,243.626
27.2919,4.58929,244.552
27.4244,4.57191,243.626
27.2919,4.58929,244.552
27.2919,5.0628,244.552
27.2919,4.82605,244.552
27.2919,5.0628,244.552
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.4244,4.80777,243.626
27.4244,4.80777,243.626
27.4244,5.04363,243.626
27.4244,5.27949,243.626
27.4244,4.80777,243.626
27.4244,4.80777,243.626
27.4244,4.80777,243.626
27.4244,4.80777,243.626
27.4244,4.80777,243.626
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,3.86433,243.626
27.4244,3.86433,243.626
27.4244,3.86433,243.626
27.4244,3.15675,243.626
27.4244,3.15675,243.626
27.4244,2.92089,243.626
27.2919,2.69524,244.552
27.2919,2.69524,244.552
27.1885,2.92089,243.626
27.1885,2.68503,243.626
27.1885,2.68503,243.626
27.1885,2.44917,243.626
27.1885,3.62847,243.626
27.1885,4.10019,243.626
27.1885,4.33605,243.626
27.2919,5.29956,244.552
27.4244,7.40223,243.626
27.4244,8.34567,243.626
27.4244,9.05325,243.626
27.2919,11.2185,244.552
27.2919,11.2185,244.552
27.1885,11.4118,243.626
27.2919,11.4552,244.552
27.2919,11.2185,244.552
27.1885,10.9401,243.626
27.2919,10.0347,244.552
27.2919,9.56118,244.552
27.1885,9.28911,243.626
27.1885,8.34567,243.626
27.1885,7.16637,243.626
27.0552,6.7201,244.552
27.0552,5.77307,244.552
27.0552,5.0628,244.552
27.1885,4.33605,243.626
27.0552,4.58929,244.552
27.0552,4.82605,244.552
27.0552,5.0628,244.552
27.0552,5.29956,244.552
27.0552,5.77307,244.552
27.0552,6.48334,244.552
27.0552,6.7201,244.552
27.0552,7.43037,244.552
27.0552,7.90388,244.552
27.1885,8.34567,243.626
27.0552,8.61416,244.552
27.1885,8.81739,243.626
27.2919,5.53632,244.552
27.2919,6.7201,244.552
27.4244,7.87395,243.626
27.4244,7.40223,243.626
27.5287,7.43037,244.552
27.5287,7.43037,244.552
27.5287,7.90388,244.552
27.6603,7.87395,243.626
27.6603,7.87395,243.626
27.6603,7.63809,243.626
27.7654,7.43037,244.552
27.7654,7.19361,244.552
27.6603,4.57191,243.626
27.6603,4.33605,243.626
27.6603,3.15675,243.626
27.6603,1.74159,243.626
27.5287,1.12767,244.552
27.4244,2.68503,243.626
27.4244,2.68503,243.626
27.4244,2.92089,243.626
27.4244,4.57191,243.626
27.4244,4.33605,243.626
27.4244,4.33605,243.626
27.5287,4.58929,244.552
27.5287,4.58929,244.552
27.5287,4.35253,244.552
27.5287,4.58929,244.552
27.6603,4.57191,243.626
27.5287,4.58929,244.552
27.5287,5.29956,244.552
27.5287,5.0628,244.552
27.5287,5.53632,244.552
27.4244,5.75121,243.626
27.4244,6.22293,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.22293,243.626
27.4244,5.98707,243.626
27.4244,6.22293,243.626
27.4244,6.45879,243.626
27.4244,6.22293,243.626
27.4244,6.22293,243.626
27.4244,6.22293,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.69465,243.626
27.4244,6.69465,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.69465,243.626
27.4244,6.69465,243.626
27.4244,6.45879,243.626
27.4244,6.22293,243.626
27.4244,6.45879,243.626
27.4244,6.69465,243.626
27.4244,6.69465,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.22293,243.626
27.4244,6.45879,243.626
27.4244,6.45879,243.626
27.4244,6.22293,243.626
27.5287,6.24659,244.552
27.4244,6.22293,243.626
27.4244,6.22293,243.626
27.5287,6.00983,244.552
27.5287,5.77307,244.552
27.4244,5.98707,243.626
27.4244,5.98707,243.626
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.4244,5.75121,243.626
27.4244,5.51535,243.626
27.4244,5.51535,243.626
27.5287,5.53632,244.552
27.4244,5.51535,243.626
27.4244,5.27949,243.626
27.5287,5.29956,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,5.29956,244.552
27.5287,5.29956,244.552
27.5287,5.29956,244.552
27.5287,5.0628,244.552
27.5287,5.0628,244.552
27.5287,5.0628,244.552
27.5287,5.0628,244.552
27.5287,5.0628,244.552
27.5287,5.0628,244.552
27.5287,5.29956,244.552
27.5287,5.29956,244.552
27.5287,5.0628,244.552
27.5287,4.82605,244.552
27.5287,4.82605,244.552
27.5287,5.29956,244.552
27.4244,4.80777,243.626
27.4244,4.80777,243.626
27.5287,4.82605,244.552
27.5287,4.82605,244.552
27.4244,4.80777,243.626
27.4244,4.57191,243.626
27.5287,4.58929,244.552
27.4244,4.57191,243.626
27.4244,4.80777,243.626
27.4244,5.04363,243.626
27.4244,4.57191,243.626
27.4244,4.57191,243.626
27.4244,4.33605,243.626
27.4244,4.57191,243.626
27.4244,4.33605,243.626
27.4244,4.10019,243.626
27.4244,3.86433,243.626
27.4244,3.62847,243.626
27.4244,3.39261,243.626
27.4244,3.15675,243.626
27.2919,3.64226,244.552
27.1885,4.33605,243.626
27.1885,4.80777,243.626
27.4244,5.27949,243.626
27.4244,7.87395,243.626
27.5287,8.85091,244.552
27.5287,8.85091,244.552
27.5287,9.79794,244.552
27.5287,10.0347,244.552
27.5287,10.2715,244.552
27.4244,10.9401,243.626
27.4244,11.8836,243.626
27.4244,11.8836,243.626
27.7654,6.48334,244.552
27.7654,6.48334,244.552
27.7654,7.66713,244.552
27.6603,7.16637,243.626
27.6603,6.22293,243.626
27.6603,5.75121,243.626
27.6603,5.75121,243.626
27.4244,5.27949,243.626
27.4244,5.27949,243.626
27.5287,4.58929,244.552
27.4244,3.86433,243.626
27.4244,3.62847,243.626
27.4244,3.86433,243.626
27.4244,3.86433,243.626
27.2919,4.35253,244.552
27.1885,4.80777,243.626
27.1885,5.75121,243.626
27.0552,5.53632,244.552
27.0552,6.7201,244.552
26.9527,6.69465,243.626
27.0552,6.24659,244.552
27.0552,6.7201,244.552
27.0552,7.19361,244.552
27.0552,7.43037,244.552
27.0552,7.43037,244.552
27.0552,7.66713,244.552
27.4244,7.40223,243.626
27.2919,6.48334,244.552
27.4244,6.69465,243.626
27.4244,6.69465,243.626
27.5287,7.43037,244.552
27.6603,8.10981,243.626
27.5287,7.90388,244.552
27.5287,7.43037,244.552
27.5287,7.43037,244.552
27.6603,7.87395,243.626
27.6603,7.87395,243.626
27.7654,7.66713,244.552
27.7654,7.43037,244.552
27.7654,6.48334,244.552
27.6603,4.33605,243.626
27.6603,3.39261,243.626
27.6603,0.762289,243.626
27.5287,1.22767,244.552
27.1885,4.57191,243.626
27.4244,2.92089,243.626
27.4244,4.33605,243.626
27.4244,4.10019,243.626
27.4244,4.33605,243.626
27.4244,4.33605,243.626
27.4244,4.57191,243.626
27.5287,3.87902,244.552
27.6603,4.10019,243.626
27.5287,4.82605,244.552
27.5287,4.58929,244.552
27.6603,5.04363,243.626
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,6.24659,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,5.77307,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,5.77307,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.24659,244.552
27.5287,6.00983,244.552
27.5287,5.77307,244.552
27.5287,6.24659,244.552
27.5287,6.24659,244.552
27.5287,5.77307,244.552
27.5287,6.00983,244.552
27.5287,6.48334,244.552
27.5287,6.48334,244.552
27.5287,6.24659,244.552
27.5287,6.48334,244.552
27.5287,6.7201,244.552
27.5287,6.48334,244.552
27.5287,6.00983,244.552
27.5287,6.24659,244.552
27.5287,6.48334,244.552
27.5287,6.24659,244.552
27.5287,6.00983,244.552
27.5287,6.24659,244.552
27.5287,6.48334,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.24659,244.552
27.5287,6.24659,244.552
27.5287,5.77307,244.552
27.6603,5.75121,243.626
27.5287,6.24659,244.552
27.5287,6.24659,244.552
27.5287,6.00983,244.552
27.5287,5.77307,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,6.00983,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.77307,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
27.5287,5.53632,244.552
