x_PS_bead,y_PS_bead,z_PS_bead
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.5346,243.626
23.6506,13.5346,243.626
23.6506,13.2987,243.626
23.6506,13.5346,243.626
23.7406,13.586,244.552
23.7406,13.3493,244.552
23.6506,13.2987,243.626
23.7406,13.586,244.552
23.7406,13.3493,244.552
23.7406,13.3493,244.552
23.7406,13.1125,244.552
23.7406,13.3493,244.552
23.7406,13.3493,244.552
23.6506,13.0629,243.626
23.7406,13.1125,244.552
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.0629,243.626
23.7406,13.1125,244.552
23.6506,13.2987,243.626
23.7406,13.3493,244.552
23.7406,13.1125,244.552
23.7406,13.1125,244.552
23.7406,13.1125,244.552
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.0629,243.626
23.6506,13.0629,243.626
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.2987,243.626
23.6506,13.0629,243.626
23.6506,13.5346,243.626
23.6506,13.2987,243.626
23.6506,11.8836,243.626
23.7406,10.5082,244.552
23.7406,11.692,244.552
23.7406,13.1125,244.552
23.7406,12.639,244.552
23.7406,11.4552,244.552
23.7406,11.2185,244.552
23.7406,12.1655,244.552
23.7406,12.4023,244.552
23.7406,11.9287,244.552
23.7406,11.4552,244.552
23.7406,11.9287,244.552
23.7406,12.1655,244.552
23.7406,11.9287,244.552
23.7406,11.692,244.552
23.7406,11.692,244.552
23.7406,11.9287,244.552
23.7406,12.1655,244.552
23.7406,11.9287,244.552
23.7406,11.9287,244.552
23.7406,11.9287,244.552
23.7406,11.9287,244.552
23.7406,11.692,244.552
23.6506,11.6477,243.626
23.7406,11.692,244.552
23.7406,11.692,244.552
23.7406,11.692,244.552
23.7406,11.692,244.552
23.7406,11.692,244.552
23.6506,11.6477,243.626
23.7406,11.9287,244.552
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,12.4023,244.552
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,11.9287,244.552
23.7406,11.9287,244.552
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,12.4023,244.552
23.7406,12.4023,244.552
23.6506,12.3553,243.626
23.7406,12.1655,244.552
23.7406,12.1655,244.552
23.7406,12.1655,244.552
23.7406,12.4023,244.552
23.7406,12.4023,244.552
23.7406,12.4023,244.552
23.7406,12.1655,244.552
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,12.1655,244.552
23.7406,12.1655,244.552
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,12.4023,244.552
23.7406,12.4023,244.552
23.7406,12.4023,244.552
23.7406,12.4023,244.552
23.7406,12.4023,244.552
23.6506,12.3553,243.626
23.6506,12.3553,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,12.4023,244.552
23.6506,12.3553,243.626
23.7406,12.4023,244.552
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,12.4023,244.552
23.6506,12.1194,243.626
23.6506,12.1194,243.626
23.7406,12.1655,244.552
23.7406,12.1655,244.552
23.7406,11.9287,244.552
23.7406,11.9287,244.552
23.7406,11.9287,244.552
23.7406,11.9287,244.552
23.7406,11.692,244.552
23.7406,10.2715,244.552
23.7406,9.32443,244.552
23.7406,10.2715,244.552
23.7406,11.2185,244.552
23.7406,11.2185,244.552
23.7406,10.2715,244.552
23.7406,10.2715,244.552
23.7406,10.5082,244.552
23.7406,11.2185,244.552
23.7406,10.9817,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.9817,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.5082,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.745,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.9817,244.552
23.7406,10.745,244.552
23.7406,9.79794,244.552
23.6506,7.63809,243.626
23.7406,7.90388,244.552
23.7406,9.56118,244.552
23.7406,9.79794,244.552
23.7406,8.3774,244.552
23.7406,7.90388,244.552
23.7406,8.85091,244.552
23.7406,9.56118,244.552
23.7406,9.08767,244.552
23.7406,8.14064,244.552
23.7406,8.3774,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.6506,9.05325,243.626
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.61416,244.552
23.7406,8.61416,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,9.32443,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,8.85091,244.552
23.7406,9.08767,244.552
23.7406,8.85091,244.552
23.7406,7.66713,244.552
23.7406,7.19361,244.552
23.7406,7.90388,244.552
23.7406,8.61416,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,8.14064,244.552
23.7406,8.14064,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.90388,244.552
23.8865,7.87395,243.626
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.8865,7.87395,243.626
23.7406,7.90388,244.552
23.7406,7.66713,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.8865,7.87395,243.626
23.8865,7.87395,243.626
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.8865,7.63809,243.626
23.8865,7.63809,243.626
23.8865,7.87395,243.626
23.7406,7.90388,244.552
23.8865,7.87395,243.626
23.8865,7.87395,243.626
23.7406,7.90388,244.552
23.7406,7.66713,244.552
23.8865,7.87395,243.626
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.66713,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.66713,244.552
23.7406,7.90388,244.552
23.7406,7.66713,244.552
23.7406,7.66713,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
23.7406,7.90388,244.552
24.1224,6.69465,243.626
24.1224,2.92089,243.626
24.3582,2.21331,243.626
24.0313,5.25956,242.706
24.1224,6.93051,243.626
24.1224,5.27949,243.626
24.1224,3.62847,243.626
24.1224,4.33605,243.626
24.2141,6.24659,244.552
24.2141,6.48334,244.552
24.2141,5.0628,244.552
24.2141,5.0628,244.552
24.1224,5.98707,243.626
24.1224,6.45879,243.626
24.2141,5.77307,244.552
24.2141,5.0628,244.552
24.2141,5.77307,244.552
24.2141,6.48334,244.552
24.2141,5.77307,244.552
24.2141,5.0628,244.552
24.2141,5.29956,244.552
24.2141,6.00983,244.552
24.2141,5.77307,244.552
24.2141,5.29956,244.552
24.2141,5.29956,244.552
24.2141,5.77307,244.552
24.1224,5.98707,243.626
24.2141,5.53632,244.552
24.2141,5.29956,244.552
24.2141,5.29956,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.29956,244.552
24.2141,5.29956,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.53632,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.29956,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.53632,244.552
24.2141,5.53632,244.552
24.2141,5.29956,244.552
24.2141,5.53632,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.29956,244.552
24.2141,5.29956,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.29956,244.552
24.2141,5.53632,244.552
24.2141,6.00983,244.552
24.2141,6.00983,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,6.00983,244.552
24.2141,6.00983,244.552
24.2141,5.77307,244.552
24.2141,5.53632,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.2141,6.00983,244.552
24.2141,5.77307,244.552
24.2141,5.77307,244.552
24.4508,5.0628,244.552
24.4508,3.87902,244.552
24.4508,3.40551,244.552
24.4508,4.82605,244.552
24.5941,5.75121,243.626
24.6876,5.53632,244.552
24.6876,4.58929,244.552
24.6876,4.35253,244.552
24.6876,4.82605,244.552
24.6876,5.53632,244.552
24.5941,5.27949,243.626
24.5941,4.80777,243.626
24.5941,4.80777,243.626
24.5941,5.04363,243.626
24.5941,5.51535,243.626
24.6876,5.53632,244.552
24.6876,5.0628,244.552
24.6876,5.0628,244.552
24.5941,5.51535,243.626
24.5941,5.75121,243.626
24.5941,5.51535,243.626
24.5941,5.04363,243.626
24.5941,5.27949,243.626
24.6876,5.53632,244.552
24.6876,5.29956,244.552
24.6876,5.29956,244.552
24.6876,5.53632,244.552
24.5941,5.27949,243.626
24.5941,5.04363,243.626
24.6876,5.0628,244.552
24.5941,5.27949,243.626
24.5941,5.27949,243.626
24.6876,5.0628,244.552
24.6876,5.0628,244.552
24.5941,5.04363,243.626
24.5941,5.04363,243.626
24.6876,4.82605,244.552
24.6876,4.82605,244.552
24.6876,4.82605,244.552
24.6876,4.82605,244.552
24.6876,5.0628,244.552
24.5941,4.80777,243.626
24.6876,4.82605,244.552
24.6876,4.82605,244.552
24.5941,5.04363,243.626
24.5941,5.51535,243.626
24.5941,5.51535,243.626
24.6876,5.29956,244.552
24.6876,5.53632,244.552
24.5941,5.51535,243.626
24.5941,5.51535,243.626
24.5941,5.04363,243.626
24.6876,4.82605,244.552
24.5941,5.04363,243.626
24.5941,5.27949,243.626
24.5941,5.27949,243.626
24.5941,5.04363,243.626
24.6876,4.82605,244.552
24.6876,4.82605,244.552
24.6876,5.0628,244.552
24.5941,5.27949,243.626
24.5941,5.04363,243.626
24.6876,4.82605,244.552
24.5941,4.80777,243.626
24.6876,5.0628,244.552
24.6876,5.0628,244.552
24.5941,5.04363,243.626
24.5941,5.04363,243.626
24.6876,5.0628,244.552
24.5941,5.04363,243.626
24.6876,5.0628,244.552
24.6876,5.0628,244.552
24.6876,4.82605,244.552
24.5941,5.04363,243.626
24.5941,5.27949,243.626
24.5941,5.27949,243.626
24.6876,5.0628,244.552
24.5941,4.80777,243.626
24.6876,4.82605,244.552
24.5941,5.04363,243.626
24.5941,5.04363,243.626
24.5941,4.80777,243.626
24.6876,4.82605,244.552
24.5941,4.80777,243.626
24.6876,4.82605,244.552
24.5941,4.80777,243.626
24.6876,4.82605,244.552
24.6876,4.82605,244.552
24.5941,4.80777,243.626
24.6876,4.82605,244.552
24.6876,5.0628,244.552
25.0658,3.15675,243.626
25.0658,1.74159,243.626
25.0658,2.92089,243.626
25.0658,4.80777,243.626
25.3017,4.80777,243.626
25.3979,3.87902,244.552
25.3017,3.15675,243.626
25.3017,3.62847,243.626
25.1611,4.35253,244.552
25.1611,4.82605,244.552
25.1611,4.58929,244.552
25.1611,4.11578,244.552
25.1611,3.87902,244.552
25.0658,4.10019,243.626
25.0658,4.80777,243.626
25.0658,4.80777,243.626
25.0658,4.80777,243.626
25.1611,4.35253,244.552
25.1611,4.35253,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.58929,244.552
25.1611,4.35253,244.552
25.1611,4.58929,244.552
25.0658,4.80777,243.626
25.1611,4.82605,244.552
25.1611,4.58929,244.552
25.1611,4.35253,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.0658,5.04363,243.626
25.0658,5.04363,243.626
25.1611,5.0628,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.58929,244.552
25.1611,4.58929,244.552
25.1611,4.58929,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.58929,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,5.0628,244.552
25.1611,5.0628,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,5.0628,244.552
25.1611,5.0628,244.552
25.0658,5.04363,243.626
25.0658,5.04363,243.626
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.0658,5.04363,243.626
25.0658,5.04363,243.626
25.1611,4.82605,244.552
25.1611,4.58929,244.552
25.1611,4.58929,244.552
25.1611,4.82605,244.552
25.1611,4.82605,244.552
25.1611,4.58929,244.552
25.1611,4.35253,244.552
25.1611,4.35253,244.552
25.0658,4.57191,243.626
25.0658,4.80777,243.626
25.1611,4.35253,244.552
25.1611,4.11578,244.552
25.1611,4.11578,244.552
25.1611,4.35253,244.552
25.1611,4.35253,244.552
25.8714,4.11578,244.552
25.8714,3.16875,244.552
25.7734,2.44917,243.626
25.7734,2.92089,243.626
25.6346,3.64226,244.552
25.7734,4.10019,243.626
25.6346,3.87902,244.552
25.5375,3.62847,243.626
25.5375,3.62847,243.626
25.5375,3.86433,243.626
25.5375,4.10019,243.626
25.5375,4.10019,243.626
25.5375,3.62847,243.626
25.5375,3.62847,243.626
25.6346,3.64226,244.552
25.6346,3.87902,244.552
25.6346,4.35253,244.552
25.6346,4.58929,244.552
25.6346,4.35253,244.552
25.6346,3.87902,244.552
25.6346,3.87902,244.552
25.5375,4.33605,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.6346,4.58929,244.552
25.6346,4.58929,244.552
25.7734,4.80777,243.626
25.6346,4.82605,244.552
25.6346,4.82605,244.552
25.5375,4.80777,243.626
25.6346,4.82605,244.552
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.6346,4.82605,244.552
25.6346,4.82605,244.552
25.5375,4.80777,243.626
25.6346,4.82605,244.552
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.6346,4.82605,244.552
25.5375,4.57191,243.626
25.6346,4.58929,244.552
25.6346,4.58929,244.552
25.5375,4.57191,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.57191,243.626
25.5375,4.10019,243.626
25.5375,4.57191,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.80777,243.626
25.5375,4.57191,243.626
25.6346,4.58929,244.552
25.6346,4.58929,244.552
25.5375,4.57191,243.626
25.5375,4.33605,243.626
25.6346,4.11578,244.552
25.5375,4.10019,243.626
25.5375,4.33605,243.626
25.6346,4.58929,244.552
25.6346,4.82605,244.552
25.6346,4.58929,244.552
25.5375,4.33605,243.626
25.5375,4.33605,243.626
25.5375,4.33605,243.626
25.6346,4.11578,244.552
25.5375,3.86433,243.626
25.6346,3.87902,244.552
25.6346,3.87902,244.552
25.5375,3.86433,243.626
25.5375,4.10019,243.626
25.5375,4.10019,243.626
25.6346,3.87902,244.552
25.5375,4.10019,243.626
25.5375,4.10019,243.626
25.5375,4.33605,243.626
25.6346,4.58929,244.552
25.6346,4.58929,244.552
25.5375,4.57191,243.626
25.5375,4.80777,243.626
25.6346,4.82605,244.552
25.5375,4.80777,243.626
25.5375,4.57191,243.626
25.8714,3.87902,244.552
25.8714,2.93199,244.552
25.8714,2.69524,244.552
25.8714,3.64226,244.552
25.8714,4.35253,244.552
25.8714,4.58929,244.552
25.8714,4.11578,244.552
25.8714,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.64226,244.552
26.1081,3.64226,244.552
26.1081,3.64226,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,4.11578,244.552
26.1081,4.11578,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.87902,244.552
26.1081,3.64226,244.552
26.1081,3.64226,244.552
26.1081,3.40551,244.552
26.1081,3.16875,244.552
26.1081,3.16875,244.552
26.1081,3.40551,244.552
26.1081,3.64226,244.552
